5246.59, 431.60
5152.57, 381.62
5153.52, 384.05
5151.98, 380.02
5153.64, 385.24
5188.28, 381.11
5156.14, 381.78
5152.72, 387.25
5336.04, 382.56
5177.93, 402.40
5153.13, 381.73
5155.56, 382.44
5153.68, 381.73
5192.35, 380.31
5325.50, 388.03
5156.77, 382.19
5154.40, 384.12
5153.35, 382.69
5156.64, 386.28
5155.08, 383.34
5159.82, 382.86
5153.97, 381.81
5155.49, 385.34
5154.73, 385.94
5409.14, 409.17
5587.43, 402.80
5586.22, 400.75
5363.34, 385.02
5291.29, 387.31
5154.61, 382.58
5157.44, 385.36
5152.49, 381.92
5166.04, 382.74
5153.27, 386.53
5154.86, 384.44
5243.03, 387.11
5156.68, 382.63
5241.65, 385.87
5227.49, 383.92
5155.43, 383.54
5153.49, 387.22
5154.90, 383.15
5154.58, 385.65
5152.80, 383.83
5153.56, 386.39
5156.41, 383.25
5154.24, 386.75
5152.46, 383.10
5153.04, 385.18
5152.12, 382.58
5159.11, 382.02
5156.06, 382.88
5158.83, 382.98
5158.24, 385.84
5237.39, 383.36
5213.35, 409.09
5155.11, 382.81
5153.03, 386.31
5152.69, 385.88
5158.78, 382.65
5155.92, 384.33
5245.86, 382.09
5154.97, 417.25
5303.93, 395.46
5157.79, 383.64
5156.06, 385.60
5157.87, 383.52
5153.39, 386.01
5153.05, 384.24
5154.94, 386.62
5155.25, 382.73
5156.29, 386.06
5152.50, 383.87
5152.33, 385.55
5352.60, 391.75
5154.45, 383.00
5152.77, 385.40
5155.48, 385.10
5153.97, 386.67
5155.08, 382.81
5334.72, 383.43
5230.96, 400.60
5168.42, 385.57
5154.45, 388.82
5152.93, 384.29
5152.19, 407.18
5282.80, 386.71
5160.94, 386.95
5156.24, 390.28
5323.19, 388.27
5152.90, 389.77
5151.88, 387.67
5154.00, 390.63
5152.13, 387.33
5155.73, 387.06
5156.28, 387.23
5243.38, 385.93
5398.88, 402.79
5305.98, 403.96
5170.31, 388.19
5154.34, 391.54
5154.75, 386.91
5153.94, 391.93
5152.55, 387.02
5160.11, 388.11
5153.11, 387.91
5155.62, 388.24
5152.36, 390.88
5178.17, 400.18
5199.63, 390.15
5153.47, 387.20
5259.72, 419.46
5221.99, 391.11
5154.69, 386.04
5152.48, 388.92
5154.07, 387.24
5155.26, 390.84
5242.46, 387.94
5152.92, 390.10
5168.01, 401.33
5299.59, 387.60
5285.77, 431.83
5594.57, 414.81
5586.71, 413.01
5416.06, 391.93
5153.97, 386.78
5151.80, 390.78
5153.30, 386.93
5179.19, 411.62
5161.98, 402.69
5236.74, 387.99
5151.91, 392.49
5156.18, 386.71
5155.49, 390.29
5242.79, 388.44
5282.37, 407.83
5296.56, 417.34
5547.42, 409.81
5154.21, 389.60
5153.16, 390.31
5212.71, 408.87
5156.08, 387.99
5153.24, 391.42
5156.20, 375.38
5159.13, 378.51
5183.07, 382.47
5211.21, 378.20
5152.68, 376.62
5152.63, 378.16
5153.16, 375.20
5243.97, 376.36
5155.17, 375.56
5158.03, 373.64
5242.19, 377.86
5243.56, 375.29
5171.30, 388.71
5313.98, 375.89
5247.34, 377.26
5157.23, 380.17
5153.16, 375.36
5154.40, 380.21
5152.87, 375.43
5152.50, 380.74
5154.20, 376.58
5155.76, 379.31
5154.48, 376.74
5155.09, 376.16
5152.41, 374.99
5155.70, 375.85
5242.78, 378.97
5275.37, 375.76
5240.99, 378.54
5152.54, 375.28
5155.36, 376.12
5361.85, 419.90
5527.08, 398.20
5169.56, 377.81
5157.86, 380.80
5190.44, 387.45
5186.31, 379.45
5247.05, 378.41
5158.45, 377.33
5154.54, 382.39
5200.33, 386.72
5221.82, 380.83
5152.49, 376.89
5154.75, 385.98
5161.51, 377.66
5163.18, 378.33
5155.45, 380.61
5155.47, 379.29
5152.93, 378.70
5155.86, 378.34
5156.83, 383.34
5159.20, 382.46
5155.86, 384.64
5152.62, 379.96
5255.69, 401.74
5159.15, 382.37
5160.94, 379.97
5240.52, 383.86
5186.71, 392.26
5200.26, 384.35
5198.97, 413.30
5616.95, 405.10
5585.59, 400.54
5381.24, 380.44
5203.54, 383.33
5151.78, 379.41
5154.23, 383.26
5238.94, 380.06
5280.14, 408.68
5154.15, 400.31
5166.32, 380.66
5154.44, 383.97
5243.33, 382.15
5155.49, 385.45
5243.74, 383.32
5155.96, 382.18
5152.24, 388.63
5153.91, 383.25
5244.19, 386.81
5155.79, 382.71
5156.60, 386.74
5159.14, 383.26
5247.02, 382.98
5152.88, 386.25
5152.25, 382.41
5151.98, 403.00
5222.61, 382.78
5156.50, 386.78
5153.97, 382.51
5153.14, 389.79
5242.95, 385.13
5157.25, 383.44
5154.69, 387.46
5155.42, 384.82
5152.34, 388.02
5153.03, 384.76
5152.35, 386.68
5243.80, 384.37
5180.17, 396.22
5202.71, 390.62
5187.03, 384.76
5153.84, 388.03
5155.14, 383.28
5294.08, 389.10
5241.44, 384.97
5158.60, 385.48
5152.45, 387.20
5153.08, 384.98
5152.62, 388.63
5153.10, 385.73
5152.31, 388.72
5154.21, 384.65
5152.84, 390.82
5155.33, 384.96
5270.16, 409.95
5364.91, 392.14
5154.00, 385.51
5153.23, 388.17
5154.00, 385.60
5156.00, 385.56
5153.36, 386.46
5156.27, 386.18
5156.15, 388.68
5245.25, 385.88
5156.16, 388.08
5156.69, 385.60
5252.06, 386.65
5152.87, 386.04
5156.47, 387.73
5154.03, 389.19
5155.36, 388.79
5154.04, 389.00
5151.73, 387.34
5154.71, 389.25
5154.32, 386.79
5155.09, 390.47
5154.83, 386.64
5263.40, 410.26
5223.24, 392.33
5153.93, 386.49
5155.38, 391.25
5155.21, 388.01
5153.21, 391.30
5153.53, 386.96
5155.15, 409.51
5205.29, 390.74
5154.21, 387.87
5156.29, 390.80
5152.66, 388.76
5152.90, 390.60
5152.44, 387.90
5153.30, 389.46
5270.66, 388.39
5155.99, 388.23
5153.53, 390.28
5152.71, 387.58
5152.42, 390.29
5153.15, 431.10
5633.59, 413.99
5589.92, 407.99
5704.43, 403.92
5157.22, 391.70
5155.38, 387.19
5243.45, 387.81
5209.40, 402.97
5173.02, 387.84
5154.29, 392.41
5153.74, 389.21
5151.99, 391.96
5153.71, 388.91
5156.24, 387.08
5153.80, 391.86
5153.13, 386.65
5634.39, 419.66
5364.22, 412.41
5154.90, 388.63
5245.06, 374.11
5153.71, 379.43
5155.28, 374.16
5285.77, 383.23
5154.98, 374.22
5152.53, 376.92
5153.09, 376.00
5157.76, 375.72
5223.51, 380.93
5155.95, 374.99
5349.20, 379.30
5248.07, 383.51
5283.56, 375.08
5239.42, 380.39
5152.45, 375.06
5154.26, 379.35
5152.77, 374.71
5152.74, 378.57
5240.16, 409.70
5318.44, 377.41
5154.56, 378.20
5288.67, 376.51
5152.72, 377.17
5381.25, 382.50
5155.30, 375.04
5155.34, 378.71
5247.74, 376.38
5158.83, 381.56
5314.70, 393.72
5274.50, 380.07
5246.49, 379.29
5245.91, 377.77
5158.43, 377.73
5155.27, 385.81
5406.57, 421.19
5356.42, 386.19
5152.66, 382.51
5241.52, 379.53
5157.83, 383.23
5153.95, 379.40
5155.81, 379.58
5155.31, 378.46
5154.43, 378.73
5152.89, 380.61
5156.87, 379.56
5154.07, 382.79
5154.04, 379.41
5154.74, 381.66
5152.60, 379.52
5155.21, 383.21
5152.94, 379.10
5154.75, 382.68
5152.78, 379.08
5155.48, 383.42
5158.18, 378.70
5251.34, 380.42
5152.24, 382.85
5153.29, 378.97
5153.25, 402.66
5262.39, 379.99
5243.79, 379.29
5232.48, 401.66
5276.45, 379.42
5152.45, 382.28
5643.95, 409.31
5583.15, 400.59
5449.58, 381.99
5156.23, 379.28
5209.02, 392.00
5164.95, 378.94
5154.40, 382.69
5159.57, 379.64
5158.61, 379.48
5229.68, 378.97
5156.73, 381.92
5154.60, 421.97
5470.67, 383.50
5334.31, 382.98
5154.37, 384.53
5239.17, 382.50
5155.30, 383.01
5153.78, 381.52
5155.82, 381.69
5157.49, 380.96
5156.06, 382.59
5155.41, 384.41
5154.08, 380.51
5155.49, 385.26
5153.65, 381.45
5154.49, 385.19
5156.01, 381.20
5154.14, 383.81
5152.90, 380.70
5153.47, 384.96
5156.01, 380.04
5155.77, 381.19
5152.46, 380.41
5154.45, 381.32
5309.92, 419.38
5280.71, 382.25
5245.74, 381.57
5154.31, 384.10
5153.21, 381.05
5303.07, 386.57
5243.26, 387.41
5159.69, 383.01
5159.44, 386.33
5155.72, 382.89
5243.96, 388.70
5153.52, 385.12
5371.46, 391.53
5153.14, 389.13
5152.41, 386.39
5152.94, 388.85
5154.60, 385.18
5155.00, 411.59
5224.95, 386.57
5314.04, 404.52
5198.08, 389.52
5284.92, 397.88
5198.43, 386.55
5393.60, 412.37
5233.88, 389.00
5153.07, 390.73
5153.86, 387.21
5220.27, 397.90
5187.68, 390.81
5157.55, 388.29
5159.56, 389.64
5153.47, 385.89
5153.67, 388.76
5306.78, 389.07
5156.24, 386.37
5312.48, 394.57
5243.30, 390.24
5155.32, 387.38
5158.96, 387.62
5160.55, 387.02
5156.49, 406.35
5250.78, 387.75
5161.32, 378.22
5153.16, 375.55
5152.28, 380.29
5153.59, 376.06
5269.46, 396.74
5230.07, 379.93
5153.63, 375.76
5286.82, 379.94
5154.09, 377.12
5243.69, 376.39
5156.22, 376.86
5210.78, 388.49
5176.50, 379.93
5152.52, 376.29
5154.29, 380.53
5154.93, 376.98
5321.21, 401.80
5286.64, 380.72
5154.42, 376.26
5241.42, 380.81
5279.58, 414.52
5600.46, 397.54
5595.87, 393.04
5541.63, 388.12
5390.26, 379.05
5151.97, 379.67
5153.05, 377.17
5476.85, 385.05
5249.77, 383.12
5445.21, 386.90
5242.92, 378.47
5224.14, 382.17
5242.90, 377.46
5156.86, 377.80
5152.39, 377.05
5403.23, 414.15
5353.49, 384.71
5155.43, 380.03
5153.21, 377.86
5152.20, 380.73
5154.17, 376.74
